snowc,lon,lat
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.5,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.375,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.75,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.375,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.25,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.875,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.875,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.25,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
1.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.75,-120.223,39.19109
1.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
1.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
1.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.5,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.875,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.875,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.75,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.875,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.875,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.875,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.875,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.875,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
1.0,-119.795,38.9581
